,word,count
240,대한민국,4.0
240,민국,2.0
241,애국자,3.0
242,시기,2.0
242,단하,2.0
243,중앙,2.0
243,중앙일보,4.0
243,일보,2.0
243,연예란,3.0
243,뉴스란,3.0
243,기사,2.0
244,보드,2.0
244,순위,2.0
244,업데이트,4.0
244,그래미,3.0
244,워드,2.0
244,군면제,3.0
244,면제,2.0
244,논의,2.0
245,친구,2.0
245,파이,2.0
245,파이팅,3.0
246,기적,2.0
247,문재인,3.0
247,재인,2.0
247,백배,2.0
247,자랑,2.0
247,군면제,3.0
247,면제,2.0
248,세금,2.0
249,의미,2.0
249,니들,2.0
250,전원,2.0
250,전원군면제,5.0
250,면제,2.0
250,해라,2.0
250,국민,2.0
250,국민투표,4.0
250,투표,2.0
251,일어,2.0
251,놀람,2.0
251,최고,2.0
252,군면제면제,5.0
252,면제,2.0
252,적폐,2.0
252,다행,2.0
253,보드,2.0
253,넘버원,3.0
253,넘버원송,4.0
253,이것,2.0
253,최고,2.0
253,이거,2.0
254,억겹,2.0
254,군면제면제,5.0
254,면제,2.0
255,다이,2.0
255,마이트,3.0
255,보드,2.0
255,추카추카,4.0
256,분홍,2.0
257,군면제,3.0
257,면제,2.0
258,대댜,2.0
259,나중,2.0
259,강제,2.0
259,강제징병,4.0
259,징병,2.0
259,군면제,3.0
259,면제,2.0
259,생각,2.0
259,대한,2.0
259,대한민국,4.0
259,민국,2.0
259,원망,2.0
259,고생,2.0
259,일본,2.0
259,미국,2.0
259,유럽,2.0
259,평생,2.0
259,시간,2.0
260,자랑,2.0
260,군면제,3.0
260,면제,2.0
261,지붕,2.0
261,거지,2.0
261,거지떼,3.0
261,숟가락,3.0
261,얹을려,3.0
261,기회,2.0
262,정은,2.0
262,정은경,3.0
262,봉준호,3.0
262,준호,2.0
262,순시,2.0
262,순시리,3.0
262,시절,2.0
262,징계,2.0
262,블랙,2.0
262,블랙리스트,5.0
262,리스트,3.0
262,천대,2.0
262,재능,2.0
262,인재,2.0
263,최고,2.0
264,염불하던것들,6.0
265,코스프레,4.0
265,스프,2.0
265,사람,2.0
265,군면제,3.0
265,면제,2.0
265,개소리,3.0
265,콩쿨,2.0
265,정도,2.0
265,군면제대상,5.0
265,대상,2.0
266,자랑,2.0
266,계속,2.0
266,승승장구,4.0
266,대한,2.0
266,대한민국,4.0
266,민국,2.0
266,국위,2.0
266,양를,2.0
266,선양해,3.0
266,국위선양,4.0
266,양해,2.0
266,선양,2.0
266,주세,2.0
267,월드컵,3.0
267,김대중,3.0
267,김대중대통령,6.0
267,대통령,3.0
267,특별,2.0
267,특별귄한,4.0
267,군면제,3.0
267,면제,2.0
267,보드,2.0
268,자랑,2.0
268,최고,2.0
268,모범,2.0
269,사람,2.0
270,외교적,3.0
270,측면,2.0
270,강경,2.0
271,최고,2.0
271,월드,2.0
271,월드스타를,5.0
271,이거,2.0
271,한마디,3.0
271,증명,2.0
271,국위,2.0
271,양국,2.0
271,양국위선양선양,7.0
271,선양,2.0
271,제대,2.0
272,역사,2.0
273,비틀즈,3.0
277,대통령,3.0
277,외교,2.0
278,기생충,3.0
278,이후,2.0
278,진정,2.0
278,축하,2.0
278,대한,2.0
278,대한민국,4.0
278,대한민국문화,6.0
278,민국,2.0
278,문화,2.0
278,세계,2.0
279,최고,2.0
280,미국,2.0
280,무늬,2.0
280,우리,2.0
280,대한,2.0
280,대한민국,4.0
280,민국,2.0
281,최고,2.0
281,코로나,3.0
281,너희,2.0
281,핫백,2.0
281,위라니,3.0
281,라니,2.0
281,모든,2.0
281,기록,2.0
281,갱신,2.0
281,감사,2.0
281,행복,2.0
281,건강,2.0
281,나무,2.0
281,열매,2.0
281,모든이,3.0
281,영원,2.0
282,대통령,3.0
282,무능,2.0
282,외국,2.0
283,추카,2.0
283,성향,2.0
283,근래,2.0
283,트롯,2.0
283,정신,2.0
283,발라드,3.0
283,취향,2.0
284,보드,2.0
284,위정,2.0
284,기사,2.0
284,시기,2.0
284,행복,2.0
285,코로나,3.0
285,우울,2.0
285,마음,2.0
286,국민,2.0
286,십원,2.0
287,주요,2.0
287,주요뉴스,4.0
287,뉴스,2.0
287,사람,2.0
287,댓글,2.0
287,내가,2.0
287,축하,2.0
287,단하,2.0
287,시대,2.0
287,자신,2.0
287,이제,2.0
287,나이,2.0
287,하루,2.0
287,전세계,3.0
287,유명,2.0
287,아이,2.0
287,대한,2.0
287,대한민국,4.0
287,민국,2.0
287,완전,2.0
287,흥행,2.0
287,국가,2.0
287,너희,2.0
287,코로나,3.0
287,지도자,3.0
287,대한민국를,5.0
287,국를,2.0
287,국수,2.0
287,주라,2.0
287,화이팅,3.0
288,인간,2.0
288,대한,2.0
288,대한민국,4.0
288,민국,2.0
288,국민,2.0
288,쉬레,2.0
288,자랑,2.0
289,군면제,3.0
289,면제,2.0
290,축하,2.0
290,아미,2.0
290,아미분,3.0
291,언제,2.0
291,보드,2.0
291,저기,2.0
291,초딩생,3.0
291,놀이터,3.0
291,미국인,3.0
291,쟝르,2.0
291,다양,2.0
291,챠트,2.0
291,인기,2.0
291,작년,2.0
291,미국령,3.0
291,휴가,2.0
291,노래,2.0
291,나스,2.0
291,나스엑스,4.0
291,엑스,2.0
291,올드,2.0
291,운로드,3.0
291,로드,2.0
292,주둥이,3.0
292,애국,2.0
292,일본,2.0
292,일본차,3.0
292,정치인,3.0
293,경인,2.0
293,경인선가즈,5.0
293,선가,2.0
293,사모님,3.0
293,초청,2.0
293,파구,2.0
293,박장,2.0
293,박장대소,4.0
293,대소,2.0
293,하면서,3.0
293,초대,2.0
293,적폐,2.0
293,머리,2.0
294,한계,2.0
295,간에,2.0
295,청와대,3.0
295,자기,2.0
295,국위,2.0
295,양국,2.0
295,양국위선양선양,7.0
295,선양,2.0
295,자랑,2.0
295,한판,2.0
295,숟가락,3.0
295,선수,2.0
295,전부,2.0
295,박그네,3.0
295,그네,2.0
295,이명,2.0
295,이명박이,4.0
295,박이,2.0
295,신기,2.0
295,신기방기,4.0
295,방기,2.0
295,인간,2.0
296,강경,2.0
296,자리,2.0
297,우리,2.0
297,대한,2.0
297,대한민국,4.0
297,민국,2.0
297,대표,2.0
297,아티스트,4.0
297,아미,2.0
297,소식,2.0
297,최고,2.0
298,역사,2.0
298,최고,2.0
298,자랑,2.0
298,그대,2.0
298,청춘,2.0
298,페이지,3.0
298,영광,2.0
298,축하,2.0
299,미스,2.0
299,미스터,3.0
299,트롯,2.0
299,정치,2.0
299,실망,2.0
299,대한,2.0
299,대한민국,4.0
299,민국,2.0
299,응원,2.0
300,군면제면제,5.0
300,면제,2.0
300,누구,2.0
300,재앙,2.0
301,진정,2.0
301,민간,2.0
301,민간외교,4.0
301,외교,2.0
301,사절은,3.0
301,수천,2.0
301,수천억,3.0
301,전용기,3.0
301,굴욕,2.0
301,굴욕외교,4.0
301,그것,2.0
301,지름길,3.0
301,응원,2.0
302,자랑,2.0
302,국격,2.0
302,업그레이드,5.0
302,축하,2.0
303,문통,2.0
303,대한,2.0
303,대한민국,4.0
303,민국,2.0
304,짱임,2.0
304,최고,2.0
305,사실,2.0
305,대한,2.0
305,대한민국,4.0
305,대한민국인,5.0
305,민국,2.0
305,국뽕,2.0
306,계속,2.0
306,기록,2.0
306,갱신,2.0
306,보드,2.0
306,싱글,2.0
306,축하,2.0
306,레전드로,4.0
306,드로,2.0
306,주시,2.0
308,년만,2.0
308,국보,2.0
309,응원,2.0
309,자랑,2.0
309,사랑,2.0
311,자랑,2.0
312,추카추카,4.0
313,보드,2.0
313,핫백,2.0
313,축하,2.0
314,나의,2.0
314,아티스트,4.0
315,불과,2.0
315,년전,2.0
315,임지,2.0
315,하나,2.0
315,월드,2.0
315,월드스타,4.0
315,스타,2.0
315,언플,2.0
315,시절,2.0
315,실상,2.0
315,대한,2.0
315,대한민국,4.0
315,대한민국팬,5.0
315,민국,2.0
315,중복,2.0
315,중복투표,4.0
315,투표,2.0
315,희대,2.0
315,거품,2.0
315,소속,2.0
315,소속사가,4.0
315,사가,2.0
315,언플,2.0
315,한창,2.0
315,주가,2.0
315,최고,2.0
315,라가,2.0
315,통용,2.0
315,천만다행,4.0
315,생각,2.0
316,감격,2.0
317,단군,2.0
317,단군이래,4.0
317,이래,2.0
317,대한,2.0
317,대한민국,4.0
317,민국,2.0
317,최초,2.0
317,그것,2.0
317,해냈고,3.0
317,기록,2.0
317,절대,2.0
317,인생,2.0
318,시기,2.0
318,보드,2.0
318,위라니,3.0
318,라니,2.0
318,대한,2.0
318,대한민국,4.0
318,민국,2.0
318,음악,2.0
318,음악역사,4.0
318,역사,2.0
318,경사,2.0
319,아미,2.0
319,모두,2.0
319,축하,2.0
320,폭풍,2.0
320,폭풍눈물,4.0
320,눈물,2.0
320,노력,2.0
320,성장,2.0
320,아이콘,3.0
321,뉴스,2.0
321,매인,2.0
321,매인탑뉴스,5.0
321,개판,2.0
321,개판소식,4.0
321,소식,2.0
322,자랑,2.0
323,속보,2.0
323,소식,2.0
323,감격,2.0
323,최고,2.0
323,축하,2.0
323,너희,2.0
323,자랑,2.0
324,최고,2.0
324,대형,2.0
324,대형기획사때매,7.0
324,기획사,3.0
324,방송국,3.0
324,이번,2.0
324,팩트,2.0
325,국위,2.0
325,국위선양국위선양,8.0
325,선양,2.0
325,최고,2.0
325,병역,2.0
325,혜택,2.0
325,생각,2.0
326,최고,2.0
326,자랑,2.0
327,전국민,3.0
327,시기,2.0
327,역사적,3.0
327,기쁨,2.0
327,자랑,2.0
328,위대,2.0
328,대한,2.0
328,대한민국,4.0
328,민국,2.0
328,행보,2.0
328,실시간,3.0
328,전생,2.0
328,대한민국를,5.0
328,국를,2.0
328,조금,2.0
328,보태,2.0
328,백성,2.0
329,최고,2.0
329,승승장구,4.0
330,군면제,3.0
330,면제,2.0
330,국위,2.0
330,국위선양국위선양,8.0
330,선양,2.0
331,보드,2.0
331,핫백,2.0
331,정국,2.0
331,인생,2.0
331,제일,2.0
331,스펙,2.0
332,축하,2.0
332,최고,2.0
333,최고,2.0
333,노래,2.0
333,성적,2.0
333,중요,2.0
333,시기,2.0
333,위로,2.0
333,가사,2.0
333,전달,2.0
333,메세지,3.0
333,신중,2.0
333,고뇌,2.0
333,너희,2.0
333,진심,2.0
333,축하,2.0
333,제대,2.0
333,보답,2.0
333,수고,2.0
333,응원,2.0
333,음악,2.0
334,이제,2.0
334,그레,2.0
334,그레미,3.0
335,나의,2.0
335,여러분,3.0
335,아무,2.0
335,자연,2.0
336,감격,2.0
336,우리,2.0
336,대한,2.0
336,대한민국,4.0
336,민국,2.0
336,코로나,3.0
336,시기,2.0
337,새벽,2.0
337,감동,2.0
337,보드,2.0
337,위라니,3.0
337,라니,2.0
338,노래,2.0
338,시기,2.0
338,위로,2.0
338,행복,2.0
339,레벨,2.0
339,보드,2.0
339,축하,2.0
340,대한,2.0
340,대한민국,4.0
340,민국,2.0
340,세계,2.0
340,당신,2.0
340,자랑,2.0
341,아시아,3.0
341,보드,2.0
341,핫백,2.0
341,차트,2.0
341,최초,2.0
341,동시,2.0
341,진입,2.0
341,자랑,2.0
341,국민,2.0
341,국뽕,2.0
342,새꾸,2.0
342,자랑,2.0
343,캡짱,2.0
343,자랑,2.0
344,케이,2.0
344,케이팝,3.0
344,아이,2.0
344,아이돌,3.0
344,위주죠,3.0
344,주죠,2.0
344,장르,2.0
344,다양성,3.0
345,이젠,2.0
345,세계적,3.0
345,우리,2.0
345,대한,2.0
345,대한민국,4.0
345,민국,2.0
345,호들갑,3.0
345,정도,2.0
345,위상,2.0
345,자랑,2.0
347,시대,2.0
347,인물,2.0
347,대한,2.0
347,대한민국,4.0
347,민국,2.0
348,한민족,3.0
348,역사상,3.0
348,사상,2.0
348,최초,2.0
348,보드,2.0
348,싱글,2.0
348,위곡,2.0
349,최고,2.0
350,자랑,2.0
350,노래,2.0
350,수록,2.0
351,우리,2.0
351,대한,2.0
351,대한민국,4.0
351,민국,2.0
351,개판,2.0
352,자랑스럽군,5.0
353,보드,2.0
353,완전,2.0
353,국위,2.0
353,양국,2.0
353,양국위선양선양,7.0
353,선양,2.0
353,군면제,3.0
353,면제,2.0
354,문죄,2.0
354,문죄앙,3.0
354,숟가락,3.0
355,자랑,2.0
355,한글,2.0
355,한글가사,4.0
355,가사,2.0
355,세계적,3.0
355,대한,2.0
355,대한민국,4.0
355,민국,2.0
355,표현,2.0
355,모습,2.0
355,성공,2.0
355,축하,2.0
356,보드,2.0
356,메달,2.0
356,메달획득,4.0
356,획득,2.0
356,군면제,3.0
356,면제,2.0
357,진정,2.0
357,챠트,2.0
357,대한,2.0
357,대한민국,4.0
357,민국,2.0
357,정상,2.0
357,차지,2.0
358,단하,2.0
358,축하,2.0
359,문죄인,3.0
359,죄인,2.0
359,숟가락,3.0
359,마라,2.0
360,뉴키즈,3.0
360,키즈,2.0
360,블럭,2.0
361,세상,2.0
361,군면제,3.0
361,면제,2.0
361,안가,2.0
361,문제,2.0
361,참고,2.0
361,철원,2.0
361,철원군,3.0
361,갈말,2.0
361,갈말읍,3.0
361,근무,2.0
361,남자,2.0
362,최고,2.0
362,카디비,3.0
363,시기,2.0
363,기쁨,2.0
363,자랑,2.0
363,행복,2.0
363,축하,2.0
364,자랑,2.0
364,국내,2.0
364,때문,2.0
364,기분,2.0
365,위기,2.0
365,기회,2.0
365,안티,2.0
365,시국,2.0
365,보유국,3.0
365,자랑,2.0
366,문죄인,3.0
366,죄인,2.0
366,치적,2.0
367,아미,2.0
367,애미,2.0
367,국위선양국위,6.0
367,선양,2.0
367,국위,2.0
367,선양선양,4.0
367,아이,2.0
367,아이돌,3.0
367,응원,2.0
367,축하,2.0
368,거기,2.0
368,문씨,2.0
369,대한,2.0
369,대한민국,4.0
369,민국,2.0
369,위상,2.0
369,대통령,3.0
369,아이,2.0
369,아이돌이균,5.0
369,돌이,2.0
369,삼성,2.0
369,삼성전자,4.0
369,전자,2.0
369,자랑,2.0
370,여기,2.0
370,문재인,3.0
370,재인,2.0
370,숮가락,3.0
370,가락,2.0
370,마세,2.0
371,군면제,3.0
371,면제,2.0
371,계속,2.0
371,음악,2.0
371,주세,2.0
371,보드,2.0
371,시초,2.0
371,영향력,3.0
372,국위,2.0
372,국위선양국위선양,8.0
372,선양,2.0
372,군면제,3.0
372,면제,2.0
372,삼성,2.0
372,삼성오너일가,6.0
372,오너,2.0
372,일가,2.0
372,우리,2.0
372,대한,2.0
372,대한민국,4.0
372,민국,2.0
372,재벌,2.0
372,재벌기업,4.0
372,기업,2.0
372,우리,2.0
372,경제,2.0
372,위상,2.0
372,현대,2.0
372,기여,2.0
372,상업적,3.0
372,활동,2.0
372,활동임,3.0
372,올림픽,3.0
372,국가,2.0
372,국가대표,4.0
372,대표,2.0
372,자기,2.0
372,이름,2.0
372,국적,2.0
372,포상금,3.0
372,상금,2.0
372,제외,2.0
372,국대,2.0
372,비상,2.0
372,비상업적활동,6.0
372,업적,2.0
372,가슴팍,3.0
372,태극기,3.0
372,유니폼,3.0
372,다음,2.0
372,코리아,3.0
373,영향력,3.0
373,추카추카,4.0
374,나이,2.0
374,아저씨,3.0
374,딸내미,3.0
374,때문,2.0
374,노래,2.0
374,이랑,2.0
374,덕분,2.0
374,아이,2.0
374,아이돌,3.0
374,계기,2.0
375,집안,2.0
375,자랑,2.0
376,최고,2.0
376,만큼,2.0
376,군면제,3.0
376,면제,2.0
376,인정,2.0
378,마지막,3.0
378,문재인,3.0
378,재인,2.0
378,반감,2.0
379,반백,2.0
379,반백살,3.0
379,노래,2.0
380,역사이기도,5.0
380,사이,2.0
380,기도,2.0
380,역사,2.0
380,의미,2.0
381,단합,2.0
381,존경,2.0
381,자랑,2.0
381,최고,2.0
381,축하,2.0
381,축하해,3.0
381,때문,2.0
381,코로나,3.0
381,요즘,2.0
381,노래,2.0
381,덕분,2.0
381,앨범,2.0
381,음악적,3.0
381,행보,2.0
381,행보기대,4.0
381,기대,2.0
381,응원,2.0
382,군면제,3.0
382,면제,2.0
382,안해,2.0
382,안해주면,4.0
382,주면,2.0
382,잘못,2.0
383,남자,2.0
383,공부,2.0
383,소린지,3.0
383,린지,2.0
383,가사,2.0
383,영어,2.0
383,영어라,3.0
383,노래,2.0
383,개인적,3.0
383,블랙,2.0
383,블랙핑크,4.0
383,핑크,2.0
383,발표,2.0
384,우울,2.0
384,시대,2.0
384,햇살,2.0
384,보약,2.0
384,쾌거,2.0
384,너희,2.0
384,최고,2.0
384,문화,2.0
384,문화외교관,5.0
384,외교관,3.0
385,문재인,3.0
385,재인,2.0
386,최고,2.0
386,자랑,2.0
386,생시,2.0
386,가능,2.0
386,기록,2.0
386,역사,2.0
386,아미,2.0
386,축하,2.0
387,군면제,3.0
387,면제,2.0
387,적극,2.0
387,찬성,2.0
387,국위,2.0
387,국위선양국위선양,8.0
387,선양,2.0
388,문씨,2.0
388,숟가락,3.0
389,군면제,3.0
389,면제,2.0
390,카디비,3.0
391,자랑,2.0
391,코로나,3.0
391,코로나때문,5.0
391,때문,2.0
391,요즘,2.0
391,화이팅되,4.0
391,소식,2.0
391,대한,2.0
391,대한민국,4.0
391,민국,2.0
391,소녀단,3.0
391,음악,2.0
391,보드,2.0
391,보드차트,4.0
391,차트,2.0
391,축하,2.0
392,재앙,2.0
392,숟가락,3.0
393,문재앙,3.0
393,재앙,2.0
393,련아,2.0
393,숟가락,3.0
394,최고,2.0
394,군면제,3.0
394,면제,2.0
394,해주고,3.0
394,주고,2.0
394,정부,2.0
394,문화,2.0
394,문화훈장,4.0
394,훈장,2.0
394,멤버,2.0
396,국위,2.0
396,양국,2.0
396,양국위선양선양,7.0
396,선양,2.0
397,자랑,2.0
397,코로나,3.0
397,코로나위기,5.0
397,위기,2.0
397,대응,2.0
397,능력,2.0
397,세계적,3.0
397,대한,2.0
397,대한민국,4.0
397,민국,2.0
397,다이,2.0
397,마이트,3.0
397,음악,2.0
397,요즘,2.0
397,우울,2.0
397,시기,2.0
397,위로,2.0
397,영원,2.0
398,재수,2.0
398,숟가락,3.0
399,자랑,2.0
400,불쌍,2.0
400,정체,2.0
400,조현,2.0
400,조현병,3.0
401,문대통령,4.0
401,대통령,3.0
401,편승,2.0
401,안했어도,4.0
401,했어도,3.0
401,대한,2.0
401,대한민국,4.0
401,민국,2.0
403,데뷔,2.0
403,데뷔때,3.0
403,이름,2.0
403,이름때문,4.0
403,때문,2.0
403,여기저기,4.0
403,놀림,2.0
403,이제,2.0
403,실력,2.0
403,세계,2.0
403,뮤지션,3.0
403,대형,2.0
403,기획사,3.0
403,회사,2.0
403,지원,2.0
403,꽃길,2.0
404,군면제,3.0
404,면제,2.0
405,자랑,2.0
405,대한,2.0
405,대한민국,4.0
405,대한민국인,5.0
405,민국,2.0
405,사람,2.0
405,우리,2.0
405,관심을,3.0
405,축하,2.0
406,요즘,2.0
406,울대,2.0
406,대한,2.0
406,대한민국,4.0
406,민국,2.0
406,소식,2.0
406,최고,2.0
406,축하,2.0
407,문재앙,3.0
407,재앙,2.0
408,기사,2.0
408,메인,2.0
408,한번,2.0
408,댓글,2.0
408,축하,2.0
408,고생,2.0
408,행복,2.0
408,부담,2.0
408,해주라,3.0
408,주라,2.0
409,자랑,2.0
410,자랑,2.0
412,재앙,2.0
412,인기,2.0
412,목적,2.0
412,자리,2.0
412,졸개,2.0
413,끝물,2.0
413,이거,2.0
413,생각,2.0
414,국위,2.0
414,국위선양국위선양,8.0
414,선양,2.0
414,때문,2.0
414,파생,2.0
414,경제,2.0
414,경제효과,4.0
414,효과,2.0
414,군면제,3.0
414,면제,2.0
414,가야,2.0
414,국내,2.0
414,판소리,3.0
414,무용,2.0
414,콩쿨,2.0
414,콩쿨등,3.0
414,시민,2.0
414,국내대회,4.0
414,대회,2.0
414,등하면,3.0
414,하면,2.0
414,희안,2.0
414,대한,2.0
414,대한민국,4.0
414,민국,2.0
414,대한민국야,5.0
415,테러,2.0
416,마지막,3.0
417,기분,2.0
417,친구,2.0
417,엄마,2.0
417,아빠,2.0
417,찬스,2.0
417,피땀,2.0
417,노력,2.0
417,영광,2.0
417,누구,2.0
418,문재,2.0
418,문재인아,4.0
418,인아,2.0
418,그거,2.0
418,신경,2.0
418,겨를,2.0
419,거기,2.0
420,군면제,3.0
420,면제,2.0
420,하나,2.0
421,청와,2.0
421,마라,2.0
421,부정,2.0
422,보드,2.0
422,핫백,2.0
422,진심,2.0
422,축하,2.0
423,자랑,2.0
424,문제,2.0
424,문제인,3.0
425,하루,2.0
425,축하,2.0
425,축하해,3.0
425,아미,2.0
426,사랑,2.0
426,노력,2.0
426,감사,2.0
426,역사가,3.0
426,시기,2.0
426,정치,2.0
426,등에,2.0
426,가지,2.0
427,자랑,2.0
428,최고,2.0
428,딩시절,3.0
428,시절,2.0
428,보드,2.0
428,보드차트,4.0
428,차트,2.0
428,노래,2.0
428,상상,2.0
428,축하,2.0
429,축하,2.0
430,단하,2.0
431,보드,2.0
431,축하,2.0
431,여기,2.0
431,수고,2.0
431,노래,2.0
432,최고,2.0
432,물건,2.0
432,인정,2.0
433,훈련,2.0
433,훈련소,3.0
433,기초,2.0
433,기초군사훈련,6.0
433,군사,2.0
433,대한,2.0
433,대한민국,4.0
433,민국,2.0
433,군인,2.0
433,홍보,2.0
433,홍보대사,4.0
433,대사,2.0
433,지금,2.0
433,전세계,3.0
433,활동,2.0
433,시국,2.0
433,국위,2.0
433,양국,2.0
433,양국위선양선양,7.0
433,선양,2.0
433,파이,2.0
433,파이팅,3.0
433,축하,2.0
434,외국,2.0
434,사람,2.0
434,음원,2.0
434,덤핑,2.0
434,대체,2.0
434,개버전,3.0
434,버전,2.0
434,가격,2.0
434,해외,2.0
435,일본,2.0
435,중국,2.0
435,오늘,2.0
435,문통,2.0
435,겸손,2.0
436,최고,2.0
436,위라니,3.0
436,라니,2.0
436,케이,2.0
436,케이팝,3.0
436,그룹,2.0
437,국위선양국위,6.0
437,위선,2.0
437,양국,2.0
437,선양,2.0
437,선양선양,4.0
437,감사,2.0
438,전성기,3.0
438,이유,2.0
438,빅뱅,2.0
438,잘만,2.0
438,인기,2.0
438,활동,2.0
438,활동시기,4.0
438,시기,2.0
438,유튜브,3.0
438,튜브,2.0
438,활성화,3.0
438,인터넷,3.0
438,인터넷공급,5.0
438,공급,2.0
438,시작,2.0
440,이번,2.0
440,다이너마이트,6.0
440,최고,2.0
440,잘뽑앗더라,5.0
441,의식,2.0
441,젊은이,3.0
441,진정,2.0
441,국가,2.0
441,국가대표,4.0
441,대표,2.0
441,대한,2.0
441,대한민국,4.0
441,민국,2.0
442,자랑,2.0
443,멋지네,3.0
443,지네,2.0
444,정도,2.0
444,군면제,3.0
444,면제,2.0
444,외국,2.0
444,대한,2.0
444,대한민국,4.0
444,민국,2.0
444,메이커,3.0
445,최고,2.0
445,군필,2.0
445,내가,2.0
445,군면제,3.0
445,면제,2.0
445,연기,2.0
445,최소,2.0
445,올림픽,3.0
445,점수,2.0
445,기간,2.0
445,기간동안,4.0
445,동안,2.0
445,수익금,3.0
445,문화,2.0
445,예술,2.0
445,예술쪽,3.0
445,세금,2.0
446,철수,2.0
446,철수형님,4.0
446,형님,2.0
446,모형,2.0
446,한잔,2.0
447,올림픽,3.0
447,아시안,3.0
447,아시안게임금메달,8.0
447,게임,2.0
447,금메달,3.0
447,병역,2.0
447,병역면제,4.0
447,면제,2.0
447,비교,2.0
447,미국,2.0
447,열광,2.0
447,음악,2.0
447,문화,2.0
447,과거,2.0
447,꿈애,2.0
447,생각,2.0
447,대한,2.0
447,대한민국,4.0
447,민국,2.0
447,문화적,3.0
447,위상,2.0
447,단계,2.0
447,파급,2.0
447,고민,2.0
447,복무,2.0
447,음악활동,4.0
447,활동,2.0
447,대체,2.0
447,반대,2.0
448,최고,2.0
448,주작,2.0
449,콩쿨,2.0
449,우승,2.0
449,군면제,3.0
449,면제,2.0
449,역사,2.0
449,기록,2.0
449,달성,2.0
449,얘네,2.0
449,대중,2.0
449,대중가요,4.0
449,가요,2.0
449,클래식,3.0
449,음악적,3.0
449,예술,2.0
449,최고,2.0
449,국위,2.0
449,국위선양국위선양,8.0
449,선양,2.0
449,멤버,2.0
449,가게,2.0
449,완전체,3.0
449,활동,2.0
449,국가적,3.0
449,손실,2.0
449,국위선양국위,6.0
449,위선,2.0
449,양국,2.0
449,선양선양,4.0
449,목적,2.0
449,군면제인거잖,6.0
449,성장,2.0
449,대한,2.0
449,대한민국,4.0
449,민국,2.0
449,일조,2.0
449,영향,2.0
449,손해,2.0
450,군면제,3.0
450,면제,2.0
450,국가,2.0
450,국가위상,4.0
450,위상,2.0
451,대한,2.0
451,대한민국,4.0
451,민국,2.0
451,최고,2.0
452,막내딸,3.0
452,멤버,2.0
452,이름,2.0
452,대형,2.0
452,대형브로마이드,7.0
452,브로마이드,5.0
452,오랫만,3.0
452,소식,2.0
452,공인,2.0
452,모습,2.0
453,노래,2.0
453,완전,2.0
453,인데,2.0
454,군면제,3.0
454,면제,2.0
454,해라,2.0
454,올림픽,3.0
454,금메달,3.0
454,가치,2.0
455,군면제,3.0
455,면제,2.0
455,스리,2.0
455,마라,2.0
455,평등,2.0
455,사회,2.0
457,군면제,3.0
457,면제,2.0
457,걱정,2.0
457,유닛,2.0
457,활동,2.0
457,앨범,2.0
457,히트,2.0
457,히트침,3.0
458,차트,2.0
458,어디,2.0
458,거지,2.0
458,보드,2.0
458,핫차트,3.0
458,사람,2.0
459,우리,2.0
459,대한,2.0
459,대한민국,4.0
459,민국,2.0
459,보드,2.0
459,보드핫백,4.0
459,앨범,2.0
459,앨범차트,4.0
459,차트,2.0
459,위도,2.0
459,동시대,3.0
459,단하,2.0
459,최고,2.0
460,최애,2.0
460,그룹,2.0
460,신곡,2.0
460,축하,2.0
462,정치,2.0
462,정치외교,4.0
462,외교,2.0
462,문화,2.0
462,문화외교가,5.0
462,외교가,3.0
462,다이,2.0
462,마이트,3.0
462,축하,2.0
462,영국,2.0
462,응원,2.0
463,그룹,2.0
463,노래,2.0
463,축하,2.0
464,보드,2.0
464,지붕,2.0
464,문씨,2.0
464,숟가락,3.0
465,축하,2.0
466,보드,2.0
466,위라니,3.0
466,라니,2.0
467,감격,2.0
468,정도,2.0
468,군면제사유,5.0
468,면제,2.0
468,사유,2.0
469,국뽕차,3.0
469,대한,2.0
469,대한민국,4.0
469,대한민국인,5.0
469,민국,2.0
469,미국,2.0
469,보드,2.0
469,그것,2.0
469,싱글,2.0
469,싱글차트,4.0
469,차트,2.0
469,위라니,3.0
469,라니,2.0
469,최고,2.0
470,육군,2.0
470,현역,2.0
470,군면제,3.0
470,면제,2.0
470,공백,2.0
470,국가,2.0
470,경제적,3.0
470,손실,2.0
470,코로나,3.0
470,외국,2.0
470,관광객,3.0
471,이가,2.0
471,최고,2.0
471,다음,2.0
471,대한,2.0
471,대한민국,4.0
471,민국,2.0
471,가사,2.0
472,이기,2.0
472,이기세가,4.0
472,세가,2.0
472,군면제면제,5.0
472,면제,2.0
473,코로나,3.0
473,언론,2.0
473,언론쓰레기,5.0
473,쓰레기,3.0
474,축하,2.0
475,아티스트,4.0
475,음악성,3.0
475,대중성,3.0
475,팬덤,2.0
475,화력,2.0
475,지금,2.0
475,미국,2.0
475,명곡,2.0
475,보드,2.0
475,보드차트,4.0
475,차트,2.0
475,인정,2.0
475,명예,2.0
475,정도,2.0
475,우리,2.0
475,대한,2.0
475,대한민국,4.0
475,민국,2.0
475,멜론,2.0
475,멜론차트,4.0
475,대중,2.0
475,등하,2.0
475,시대,2.0
475,의미,2.0
475,보드도,3.0
475,걱정,2.0
475,다행,2.0
475,멤버,2.0
475,자만,2.0
475,위버스,3.0
475,버스,2.0
475,겸손,2.0
475,김석진,3.0
475,사랑,2.0
476,축하,2.0
476,우리,2.0
478,자랑,2.0
